,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-04 10:10:00,42760,1865
1,Bayern,2020-09-04 10:10:00,58285,2641
2,Berlin,2020-09-04 10:10:00,11529,226
3,Branden­burg,2020-09-04 10:10:00,3900,169
4,Bremen,2020-09-04 10:10:00,2048,58
5,Hamburg,2020-09-04 10:10:00,6396,267
6,Hessen,2020-09-04 10:10:00,15830,535
7,Meck­lenburg- Vor­pommern,2020-09-04 10:10:00,1019,20
8,Nieder­sachsen,2020-09-04 10:10:00,17005,665
9,Nord­rhein-West­falen,2020-09-04 10:10:00,59677,1818
10,Rhein­land-Pfalz,2020-09-04 10:10:00,9253,243
11,Saarland,2020-09-04 10:10:00,3170,174
12,Sachsen,2020-09-04 10:10:00,6065,225
13,Sachsen-Anhalt,2020-09-04 10:10:00,2263,66
14,Schles­wig-Holstein,2020-09-04 10:10:00,4091,161
15,Thüringen,2020-09-04 10:10:00,3657,186
16,Gesamt,2020-09-04 10:10:00,246948,9319
