,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-08 10:10:00,43861,1867
1,Bayern,2020-09-08 10:10:00,59804,2643
2,Berlin,2020-09-08 10:10:00,11792,226
3,Branden­burg,2020-09-08 10:10:00,3943,169
4,Bremen,2020-09-08 10:10:00,2073,58
5,Hamburg,2020-09-08 10:10:00,6527,267
6,Hessen,2020-09-08 10:10:00,16278,535
7,Meck­lenburg- Vor­pommern,2020-09-08 10:10:00,1034,20
8,Nieder­sachsen,2020-09-08 10:10:00,17372,665
9,Nord­rhein-West­falen,2020-09-08 10:10:00,60695,1823
10,Rhein­land-Pfalz,2020-09-08 10:10:00,9434,243
11,Saarland,2020-09-08 10:10:00,3199,174
12,Sachsen,2020-09-08 10:10:00,6155,225
13,Sachsen-Anhalt,2020-09-08 10:10:00,2287,66
14,Schles­wig-Holstein,2020-09-08 10:10:00,4150,161
15,Thüringen,2020-09-08 10:10:00,3694,187
16,Gesamt,2020-09-08 10:10:00,252298,9329
