,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-03 10:10:00,37272,1847
1,Bayern,2020-08-03 10:10:00,51156,2622
2,Berlin,2020-08-03 10:10:00,9328,223
3,Branden­burg,2020-08-03 10:10:00,3573,168
4,Bremen,2020-08-03 10:10:00,1782,56
5,Hamburg,2020-08-03 10:10:00,5436,261
6,Hessen,2020-08-03 10:10:00,12142,520
7,Meck­lenburg- Vor­pommern,2020-08-03 10:10:00,877,20
8,Nieder­sachsen,2020-08-03 10:10:00,14567,653
9,Nord­rhein-West­falen,2020-08-03 10:10:00,49435,1738
10,Rhein­land-Pfalz,2020-08-03 10:10:00,7543,239
11,Saarland,2020-08-03 10:10:00,2881,174
12,Sachsen,2020-08-03 10:10:00,5541,225
13,Sachsen-Anhalt,2020-08-03 10:10:00,2031,64
14,Schles­wig-Holstein,2020-08-03 10:10:00,3467,156
15,Thüringen,2020-08-03 10:10:00,3371,182
16,Gesamt,2020-08-03 10:10:00,210402,9148
