,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-08 10:10:00,20680,464
1,Bayern,2020-04-08 10:10:00,27564,564
2,Berlin,2020-04-08 10:10:00,4028,32
3,Brandenburg,2020-04-08 10:10:00,1472,22
4,Bremen,2020-04-08 10:10:00,424,10
5,Hamburg,2020-04-08 10:10:00,3165,23
6,Hessen,2020-04-08 10:10:00,4965,84
7,Mecklenburg- Vor­pommern,2020-04-08 10:10:00,555,11
8,Niedersachsen,2020-04-08 10:10:00,6385,121
9,Nordrhein-West­falen,2020-04-08 10:10:00,20929,348
10,Rhein­land-Pfalz,2020-04-08 10:10:00,4148,45
11,Saarland,2020-04-08 10:10:00,1637,23
12,Sachsen,2020-04-08 10:10:00,3144,50
13,Sachsen-Anhalt,2020-04-08 10:10:00,1020,16
14,Schles­wig-Holstein,2020-04-08 10:10:00,1827,28
15,Thüringen,2020-04-08 10:10:00,1285,20
16,Gesamt,2020-04-08 10:10:00,103228,1861
