,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-30 10:10:00,35620,1830
1,Bayern,2020-06-30 10:10:00,48400,2594
2,Berlin,2020-06-30 10:10:00,8220,214
3,Branden­burg,2020-06-30 10:10:00,3429,165
4,Bremen,2020-06-30 10:10:00,1662,53
5,Hamburg,2020-06-30 10:10:00,5201,259
6,Hessen,2020-06-30 10:10:00,10795,508
7,Meck­lenburg- Vor­pommern,2020-06-30 10:10:00,802,20
8,Nieder­sachsen,2020-06-30 10:10:00,13535,628
9,Nord­rhein-West­falen,2020-06-30 10:10:00,43066,1680
10,Rhein­land-Pfalz,2020-06-30 10:10:00,6996,235
11,Saarland,2020-06-30 10:10:00,2806,173
12,Sachsen,2020-06-30 10:10:00,5448,223
13,Sachsen-Anhalt,2020-06-30 10:10:00,1871,58
14,Schles­wig-Holstein,2020-06-30 10:10:00,3154,152
15,Thüringen,2020-06-30 10:10:00,3254,181
16,Gesamt,2020-06-30 10:10:00,194259,8973
