,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-02 10:10:00,37272,1847
1,Bayern,2020-08-02 10:10:00,51080,2622
2,Berlin,2020-08-02 10:10:00,9319,223
3,Branden­burg,2020-08-02 10:10:00,3565,168
4,Bremen,2020-08-02 10:10:00,1782,56
5,Hamburg,2020-08-02 10:10:00,5405,261
6,Hessen,2020-08-02 10:10:00,12117,520
7,Meck­lenburg- Vor­pommern,2020-08-02 10:10:00,875,20
8,Nieder­sachsen,2020-08-02 10:10:00,14515,653
9,Nord­rhein-West­falen,2020-08-02 10:10:00,49145,1731
10,Rhein­land-Pfalz,2020-08-02 10:10:00,7535,239
11,Saarland,2020-08-02 10:10:00,2879,174
12,Sachsen,2020-08-02 10:10:00,5541,225
13,Sachsen-Anhalt,2020-08-02 10:10:00,2030,64
14,Schles­wig-Holstein,2020-08-02 10:10:00,3463,156
15,Thüringen,2020-08-02 10:10:00,3370,182
16,Gesamt,2020-08-02 10:10:00,209893,9141
