,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-03 10:10:00,34813,1760
1,Bayern,2020-06-03 10:10:00,47138,2466
2,Berlin,2020-06-03 10:10:00,6874,198
3,Branden­burg,2020-06-03 10:10:00,3273,156
4,Bremen,2020-06-03 10:10:00,1447,43
5,Hamburg,2020-06-03 10:10:00,5098,253
6,Hessen,2020-06-03 10:10:00,10080,480
7,Meck­lenburg- Vor­pommern,2020-06-03 10:10:00,761,20
8,Nieder­sachsen,2020-06-03 10:10:00,12114,596
9,Nord­rhein-West­falen,2020-06-03 10:10:00,38185,1607
10,Rhein­land-Pfalz,2020-06-03 10:10:00,6712,230
11,Saarland,2020-06-03 10:10:00,2735,163
12,Sachsen,2020-06-03 10:10:00,5305,212
13,Sachsen-Anhalt,2020-06-03 10:10:00,1707,55
14,Schles­wig-Holstein,2020-06-03 10:10:00,3106,146
15,Thüringen,2020-06-03 10:10:00,3022,166
16,Gesamt,2020-06-03 10:10:00,182370,8551
