,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-29 10:10:00,49208,1880
1,Bayern,2020-09-29 10:10:00,67763,2664
2,Berlin,2020-09-29 10:10:00,14327,228
3,Branden­burg,2020-09-29 10:10:00,4251,169
4,Bremen,2020-09-29 10:10:00,2385,59
5,Hamburg,2020-09-29 10:10:00,7750,269
6,Hessen,2020-09-29 10:10:00,18788,551
7,Meck­lenburg- Vor­pommern,2020-09-29 10:10:00,1168,20
8,Nieder­sachsen,2020-09-29 10:10:00,20026,682
9,Nord­rhein-West­falen,2020-09-29 10:10:00,69284,1867
10,Rhein­land-Pfalz,2020-09-29 10:10:00,10630,253
11,Saarland,2020-09-29 10:10:00,3297,177
12,Sachsen,2020-09-29 10:10:00,7151,233
13,Sachsen-Anhalt,2020-09-29 10:10:00,2613,68
14,Schles­wig-Holstein,2020-09-29 10:10:00,4724,161
15,Thüringen,2020-09-29 10:10:00,4056,190
16,Gesamt,2020-09-29 10:10:00,287421,9471
