,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-27 10:10:00,70792,1977
1,Bayern,2020-10-27 10:10:00,93290,2756
2,Berlin,2020-10-27 10:10:00,27024,251
3,Branden­burg,2020-10-27 10:10:00,6599,186
4,Bremen,2020-10-27 10:10:00,4495,66
5,Hamburg,2020-10-27 10:10:00,11853,283
6,Hessen,2020-10-27 10:10:00,34200,617
7,Meck­lenburg- Vor­pommern,2020-10-27 10:10:00,2200,22
8,Nieder­sachsen,2020-10-27 10:10:00,31038,733
9,Nord­rhein-West­falen,2020-10-27 10:10:00,114194,2031
10,Rhein­land-Pfalz,2020-10-27 10:10:00,17090,268
11,Saarland,2020-10-27 10:10:00,5455,180
12,Sachsen,2020-10-27 10:10:00,14001,283
13,Sachsen-Anhalt,2020-10-27 10:10:00,4166,75
14,Schles­wig-Holstein,2020-10-27 10:10:00,6942,167
15,Thüringen,2020-10-27 10:10:00,5936,203
16,Gesamt,2020-10-27 10:10:00,449275,10098
