,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-23 16:10:00,40031,1863
1,Bayern,2020-08-23 16:10:00,54858,2633
2,Berlin,2020-08-23 16:10:00,10717,226
3,Branden­burg,2020-08-23 16:10:00,3787,169
4,Bremen,2020-08-23 16:10:00,1900,56
5,Hamburg,2020-08-23 16:10:00,6019,265
6,Hessen,2020-08-23 16:10:00,14587,528
7,Meck­lenburg- Vor­pommern,2020-08-23 16:10:00,992,20
8,Nieder­sachsen,2020-08-23 16:10:00,16055,659
9,Nord­rhein-West­falen,2020-08-23 16:10:00,56784,1798
10,Rhein­land-Pfalz,2020-08-23 16:10:00,8615,242
11,Saarland,2020-08-23 16:10:00,3071,174
12,Sachsen,2020-08-23 16:10:00,5820,225
13,Sachsen-Anhalt,2020-08-23 16:10:00,2179,65
14,Schles­wig-Holstein,2020-08-23 16:10:00,3902,160
15,Thüringen,2020-08-23 16:10:00,3547,186
16,Gesamt,2020-08-23 16:10:00,232864,9269
