,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-08 10:10:00,52231,1898
1,Bayern,2020-10-08 10:10:00,71034,2681
2,Berlin,2020-10-08 10:10:00,16615,232
3,Branden­burg,2020-10-08 10:10:00,4561,169
4,Bremen,2020-10-08 10:10:00,2805,60
5,Hamburg,2020-10-08 10:10:00,8544,276
6,Hessen,2020-10-08 10:10:00,20662,557
7,Meck­lenburg- Vor­pommern,2020-10-08 10:10:00,1332,20
8,Nieder­sachsen,2020-10-08 10:10:00,21743,694
9,Nord­rhein-West­falen,2020-10-08 10:10:00,75671,1894
10,Rhein­land-Pfalz,2020-10-08 10:10:00,11499,256
11,Saarland,2020-10-08 10:10:00,3499,177
12,Sachsen,2020-10-08 10:10:00,7797,243
13,Sachsen-Anhalt,2020-10-08 10:10:00,2815,68
14,Schles­wig-Holstein,2020-10-08 10:10:00,5076,162
15,Thüringen,2020-10-08 10:10:00,4260,191
16,Gesamt,2020-10-08 10:10:00,310144,9578
