,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-03 10:10:00,85442,2045
1,Bayern,2020-11-03 10:10:00,112301,2816
2,Berlin,2020-11-03 10:10:00,33310,261
3,Branden­burg,2020-11-03 10:10:00,8691,203
4,Bremen,2020-11-03 10:10:00,5901,77
5,Hamburg,2020-11-03 10:10:00,14288,291
6,Hessen,2020-11-03 10:10:00,44598,683
7,Meck­lenburg- Vor­pommern*,2020-11-03 10:10:00,2917,23
8,Nieder­sachsen,2020-11-03 10:10:00,38862,763
9,Nord­rhein-West­falen,2020-11-03 10:10:00,144137,2193
10,Rhein­land-Pfalz,2020-11-03 10:10:00,21787,294
11,Saarland,2020-11-03 10:10:00,7228,194
12,Sachsen,2020-11-03 10:10:00,19489,342
13,Sachsen-Anhalt,2020-11-03 10:10:00,5423,83
14,Schles­wig-Holstein,2020-11-03 10:10:00,8600,183
15,Thüringen,2020-11-03 10:10:00,7405,210
16,Gesamt,2020-11-03 10:10:00,560379,10661
