,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-03 10:10:00,16059,285
1,Bayern,2020-04-03 10:10:00,20237,307
2,Berlin,2020-04-03 10:10:00,3202,20
3,Brandenburg,2020-04-03 10:10:00,1075,9
4,Bremen,2020-04-03 10:10:00,341,6
5,Hamburg,2020-04-03 10:10:00,2596,16
6,Hessen,2020-04-03 10:10:00,3993,33
7,Mecklenburg- Vor­pommern,2020-04-03 10:10:00,468,4
8,Niedersachsen,2020-04-03 10:10:00,5081,65
9,Nordrhein-West­falen,2020-04-03 10:10:00,16606,178
10,Rhein­land-Pfalz,2020-04-03 10:10:00,3362,26
11,Saarland,2020-04-03 10:10:00,1079,12
12,Sachsen,2020-04-03 10:10:00,2336,21
13,Sachsen-Anhalt,2020-04-03 10:10:00,836,11
14,Schles­wig-Holstein,2020-04-03 10:10:00,1443,15
15,Thüringen,2020-04-03 10:10:00,982,9
16,Gesamt,2020-04-03 10:10:00,79696,1017
