,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-23 10:10:00,35365,1826
1,Bayern,2020-06-23 10:10:00,47894,2571
2,Berlin,2020-06-23 10:10:00,7916,211
3,Branden­burg,2020-06-23 10:10:00,3407,164
4,Bremen,2020-06-23 10:10:00,1654,49
5,Hamburg*,2020-06-23 10:10:00,5170,259
6,Hessen,2020-06-23 10:10:00,10613,501
7,Meck­lenburg- Vor­pommern,2020-06-23 10:10:00,792,20
8,Nieder­sachsen,2020-06-23 10:10:00,13312,619
9,Nord­rhein-West­falen,2020-06-23 10:10:00,41418,1665
10,Rhein­land-Pfalz,2020-06-23 10:10:00,6919,234
11,Saarland,2020-06-23 10:10:00,2778,168
12,Sachsen*,2020-06-23 10:10:00,5408,221
13,Sachsen-Anhalt,2020-06-23 10:10:00,1851,57
14,Schles­wig-Holstein,2020-06-23 10:10:00,3136,152
15,Thüringen,2020-06-23 10:10:00,3229,178
16,Gesamt,2020-06-23 10:10:00,190862,8895
