,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-20 10:10:00,28253,982
1,Bayern,2020-04-20 10:10:00,37849,1286
2,Berlin,2020-04-20 10:10:00,5196,94
3,Brandenburg,2020-04-20 10:10:00,2238,66
4,Bremen,2020-04-20 10:10:00,604,25
5,Hamburg,2020-04-20 10:10:00,4185,91
6,Hessen,2020-04-20 10:10:00,7177,240
7,Mecklenburg- Vor­pommern,2020-04-20 10:10:00,653,15
8,Niedersachsen,2020-04-20 10:10:00,8900,291
9,Nordrhein-West­falen,2020-04-20 10:10:00,28971,857
10,Rhein­land-Pfalz,2020-04-20 10:10:00,5523,107
11,Saarland,2020-04-20 10:10:00,2314,91
12,Sachsen,2020-04-20 10:10:00,4229,109
13,Sachsen-Anhalt,2020-04-20 10:10:00,1369,30
14,Schles­wig-Holstein,2020-04-20 10:10:00,2426,67
15,Thüringen,2020-04-20 10:10:00,1785,53
16,Gesamt,2020-04-20 10:10:00,141672,4404
