,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-12 10:10:00,37975,1859
1,Bayern,2020-08-12 10:10:00,52182,2627
2,Berlin,2020-08-12 10:10:00,9851,224
3,Branden­burg,2020-08-12 10:10:00,3642,169
4,Bremen,2020-08-12 10:10:00,1819,56
5,Hamburg,2020-08-12 10:10:00,5748,262
6,Hessen,2020-08-12 10:10:00,12876,526
7,Meck­lenburg- Vor­pommern,2020-08-12 10:10:00,952,20
8,Nieder­sachsen,2020-08-12 10:10:00,15122,655
9,Nord­rhein-West­falen,2020-08-12 10:10:00,52588,1765
10,Rhein­land-Pfalz,2020-08-12 10:10:00,7935,239
11,Saarland,2020-08-12 10:10:00,2952,174
12,Sachsen,2020-08-12 10:10:00,5673,225
13,Sachsen-Anhalt,2020-08-12 10:10:00,2076,64
14,Schles­wig-Holstein,2020-08-12 10:10:00,3675,158
15,Thüringen,2020-08-12 10:10:00,3453,184
16,Gesamt,2020-08-12 10:10:00,218519,9207
