,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-05 10:10:00,50934,1890
1,Bayern,2020-10-05 10:10:00,69631,2672
2,Berlin,2020-10-05 10:10:00,15648,231
3,Branden­burg,2020-10-05 10:10:00,4421,169
4,Bremen,2020-10-05 10:10:00,2619,59
5,Hamburg,2020-10-05 10:10:00,8241,273
6,Hessen,2020-10-05 10:10:00,19978,553
7,Meck­lenburg- Vor­pommern*,2020-10-05 10:10:00,1220,20*
8,Nieder­sachsen,2020-10-05 10:10:00,21075,690
9,Nord­rhein-West­falen,2020-10-05 10:10:00,72995,1884
10,Rhein­land-Pfalz,2020-10-05 10:10:00,11086,256
11,Saarland*,2020-10-05 10:10:00,3380,177*
12,Sachsen,2020-10-05 10:10:00,7502,239
13,Sachsen-Anhalt,2020-10-05 10:10:00,2746,68
14,Schles­wig-Holstein,2020-10-05 10:10:00,4938,162
15,Thüringen,2020-10-05 10:10:00,4205,191
16,Gesamt,2020-10-05 10:10:00,300619,9534
