,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-01 10:10:00,35694,1838
1,Bayern,2020-07-01 10:10:00,48480,2594
2,Berlin,2020-07-01 10:10:00,8243,214
3,Branden­burg,2020-07-01 10:10:00,3440,165
4,Bremen,2020-07-01 10:10:00,1667,53
5,Hamburg,2020-07-01 10:10:00,5204,259
6,Hessen,2020-07-01 10:10:00,10811,507
7,Meck­lenburg- Vor­pommern,2020-07-01 10:10:00,803,20
8,Nieder­sachsen,2020-07-01 10:10:00,13577,629
9,Nord­rhein-West­falen,2020-07-01 10:10:00,43242,1683
10,Rhein­land-Pfalz,2020-07-01 10:10:00,7022,235
11,Saarland,2020-07-01 10:10:00,2806,173
12,Sachsen,2020-07-01 10:10:00,5451,223
13,Sachsen-Anhalt,2020-07-01 10:10:00,1873,59
14,Schles­wig-Holstein,2020-07-01 10:10:00,3159,152
15,Thüringen,2020-07-01 10:10:00,3253,181
16,Gesamt,2020-07-01 10:10:00,194725,8985
