,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-05 10:10:00,37514,1847
1,Bayern,2020-08-05 10:10:00,51377,2624
2,Berlin,2020-08-05 10:10:00,9399,223
3,Branden­burg,2020-08-05 10:10:00,3588,168
4,Bremen,2020-08-05 10:10:00,1790,56
5,Hamburg,2020-08-05 10:10:00,5461,261
6,Hessen,2020-08-05 10:10:00,12254,523
7,Meck­lenburg- Vor­pommern,2020-08-05 10:10:00,889,20
8,Nieder­sachsen,2020-08-05 10:10:00,14671,654
9,Nord­rhein-West­falen,2020-08-05 10:10:00,50068,1751
10,Rhein­land-Pfalz,2020-08-05 10:10:00,7618,239
11,Saarland,2020-08-05 10:10:00,2891,174
12,Sachsen,2020-08-05 10:10:00,5560,225
13,Sachsen-Anhalt,2020-08-05 10:10:00,2036,64
14,Schles­wig-Holstein,2020-08-05 10:10:00,3516,157
15,Thüringen,2020-08-05 10:10:00,3390,182
16,Gesamt,2020-08-05 10:10:00,212022,9168
