,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-04 10:10:00,87685,2056
1,Bayern,2020-11-04 10:10:00,115869,2843
2,Berlin,2020-11-04 10:10:00,34823,265
3,Branden­burg,2020-11-04 10:10:00,8761,203
4,Bremen,2020-11-04 10:10:00,6108,78
5,Hamburg,2020-11-04 10:10:00,14744,294
6,Hessen,2020-11-04 10:10:00,45819,699
7,Meck­lenburg- Vor­pommern,2020-11-04 10:10:00,3076,23
8,Nieder­sachsen,2020-11-04 10:10:00,39964,782
9,Nord­rhein-West­falen,2020-11-04 10:10:00,148699,2236
10,Rhein­land-Pfalz,2020-11-04 10:10:00,22466,301
11,Saarland,2020-11-04 10:10:00,7313,194
12,Sachsen,2020-11-04 10:10:00,20140,350
13,Sachsen-Anhalt,2020-11-04 10:10:00,5582,86
14,Schles­wig-Holstein,2020-11-04 10:10:00,8833,190
15,Thüringen,2020-11-04 10:10:00,7711,212
16,Gesamt,2020-11-04 10:10:00,577593,10812
