,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-29 10:10:00,75164,2000
1,Bayern,2020-10-29 10:10:00,98998,2789
2,Berlin,2020-10-29 10:10:00,29225,253
3,Branden­burg,2020-10-29 10:10:00,7208,188
4,Bremen,2020-10-29 10:10:00,4891,69
5,Hamburg,2020-10-29 10:10:00,12557,283
6,Hessen,2020-10-29 10:10:00,37385,637
7,Meck­lenburg- Vor­pommern,2020-10-29 10:10:00,2484,22
8,Nieder­sachsen,2020-10-29 10:10:00,32980,737
9,Nord­rhein-West­falen,2020-10-29 10:10:00,122051,2083
10,Rhein­land-Pfalz,2020-10-29 10:10:00,18420,279
11,Saarland,2020-10-29 10:10:00,5806,183
12,Sachsen,2020-10-29 10:10:00,15380,300
13,Sachsen-Anhalt,2020-10-29 10:10:00,4582,76
14,Schles­wig-Holstein,2020-10-29 10:10:00,7499,170
15,Thüringen,2020-10-29 10:10:00,6383,203
16,Gesamt,2020-10-29 10:10:00,481013,10272
