,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-14 10:10:00,38270,1859
1,Bayern,2020-08-14 10:10:00,52645,2631
2,Berlin,2020-08-14 10:10:00,9976,224
3,Branden­burg,2020-08-14 10:10:00,3683,169
4,Bremen,2020-08-14 10:10:00,1828,56
5,Hamburg,2020-08-14 10:10:00,5821,264
6,Hessen,2020-08-14 10:10:00,13187,526
7,Meck­lenburg- Vor­pommern,2020-08-14 10:10:00,959,20
8,Nieder­sachsen,2020-08-14 10:10:00,15318,656
9,Nord­rhein-West­falen,2020-08-14 10:10:00,53661,1772
10,Rhein­land-Pfalz,2020-08-14 10:10:00,8059,241
11,Saarland,2020-08-14 10:10:00,2976,174
12,Sachsen,2020-08-14 10:10:00,5705,225
13,Sachsen-Anhalt,2020-08-14 10:10:00,2099,64
14,Schles­wig-Holstein,2020-08-14 10:10:00,3744,158
15,Thüringen,2020-08-14 10:10:00,3482,186
16,Gesamt,2020-08-14 10:10:00,221413,9225
