,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-28 10:10:00,48900,1880
1,Bayern,2020-09-28 10:10:00,67356,2659
2,Berlin,2020-09-28 10:10:00,14196,228
3,Branden­burg,2020-09-28 10:10:00,4217,169
4,Bremen,2020-09-28 10:10:00,2372,59
5,Hamburg,2020-09-28 10:10:00,7690,269
6,Hessen,2020-09-28 10:10:00,18644,550
7,Meck­lenburg- Vor­pommern*,2020-09-28 10:10:00,1151,20
8,Nieder­sachsen*,2020-09-28 10:10:00,19772,683
9,Nord­rhein-West­falen,2020-09-28 10:10:00,68720,1865
10,Rhein­land-Pfalz,2020-09-28 10:10:00,10554,251
11,Saarland*,2020-09-28 10:10:00,3295,176
12,Sachsen,2020-09-28 10:10:00,7122,233
13,Sachsen-Anhalt,2020-09-28 10:10:00,2603,67
14,Schles­wig-Holstein,2020-09-28 10:10:00,4686,161
15,Thüringen,2020-09-28 10:10:00,4054,190
16,Gesamt,2020-09-28 10:10:00,285332,9460
