,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-19 10:10:00,38968,1860
1,Bayern,2020-08-19 10:10:00,53707,2631
2,Berlin,2020-08-19 10:10:00,10394,224
3,Branden­burg,2020-08-19 10:10:00,3728,169
4,Bremen,2020-08-19 10:10:00,1865,56
5,Hamburg,2020-08-19 10:10:00,5927,264
6,Hessen,2020-08-19 10:10:00,13842,528
7,Meck­lenburg- Vor­pommern,2020-08-19 10:10:00,978,20
8,Nieder­sachsen,2020-08-19 10:10:00,15562,656
9,Nord­rhein-West­falen,2020-08-19 10:10:00,55375,1783
10,Rhein­land-Pfalz,2020-08-19 10:10:00,8334,242
11,Saarland,2020-08-19 10:10:00,3017,174
12,Sachsen,2020-08-19 10:10:00,5749,226
13,Sachsen-Anhalt,2020-08-19 10:10:00,2134,64
14,Schles­wig-Holstein,2020-08-19 10:10:00,3825,160
15,Thüringen,2020-08-19 10:10:00,3509,186
16,Gesamt,2020-08-19 10:10:00,226914,9243
