,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-02 10:10:00,50105,1887
1,Bayern,2020-10-02 10:10:00,68853,2664
2,Berlin,2020-10-02 10:10:00,15032,229
3,Branden­burg,2020-10-02 10:10:00,4326,169
4,Bremen,2020-10-02 10:10:00,2511,59
5,Hamburg,2020-10-02 10:10:00,7984,271
6,Hessen,2020-10-02 10:10:00,19324,551
7,Meck­lenburg- Vor­pommern,2020-10-02 10:10:00,1203,20
8,Nieder­sachsen,2020-10-02 10:10:00,20491,689
9,Nord­rhein-West­falen,2020-10-02 10:10:00,71357,1879
10,Rhein­land-Pfalz,2020-10-02 10:10:00,10863,255
11,Saarland,2020-10-02 10:10:00,3338,177
12,Sachsen,2020-10-02 10:10:00,7349,237
13,Sachsen-Anhalt,2020-10-02 10:10:00,2677,68
14,Schles­wig-Holstein,2020-10-02 10:10:00,4848,162
15,Thüringen,2020-10-02 10:10:00,4134,191
16,Gesamt,2020-10-02 10:10:00,294395,9508
