,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-02 10:10:00,35744,1838
1,Bayern,2020-07-02 10:10:00,48547,2597
2,Berlin,2020-07-02 10:10:00,8302,214
3,Branden­burg,2020-07-02 10:10:00,3443,165
4,Bremen,2020-07-02 10:10:00,1670,53
5,Hamburg,2020-07-02 10:10:00,5211,260
6,Hessen,2020-07-02 10:10:00,10869,507
7,Meck­lenburg- Vor­pommern,2020-07-02 10:10:00,803,20
8,Nieder­sachsen,2020-07-02 10:10:00,13605,632
9,Nord­rhein-West­falen,2020-07-02 10:10:00,43436,1684
10,Rhein­land-Pfalz,2020-07-02 10:10:00,7036,235
11,Saarland,2020-07-02 10:10:00,2807,173
12,Sachsen,2020-07-02 10:10:00,5457,224
13,Sachsen-Anhalt,2020-07-02 10:10:00,1876,59
14,Schles­wig-Holstein,2020-07-02 10:10:00,3163,152
15,Thüringen,2020-07-02 10:10:00,3259,181
16,Gesamt,2020-07-02 10:10:00,195228,8994
