,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-31 10:10:00,37224,1847
1,Bayern,2020-07-31 10:10:00,50915,2622
2,Berlin,2020-07-31 10:10:00,9192,223
3,Branden­burg,2020-07-31 10:10:00,3560,168
4,Bremen,2020-07-31 10:10:00,1774,56
5,Hamburg,2020-07-31 10:10:00,5386,261
6,Hessen,2020-07-31 10:10:00,11965,520
7,Meck­lenburg- Vor­pommern,2020-07-31 10:10:00,864,20
8,Nieder­sachsen,2020-07-31 10:10:00,14430,651
9,Nord­rhein-West­falen,2020-07-31 10:10:00,48689,1733
10,Rhein­land-Pfalz,2020-07-31 10:10:00,7498,239
11,Saarland,2020-07-31 10:10:00,2862,174
12,Sachsen,2020-07-31 10:10:00,5536,225
13,Sachsen-Anhalt,2020-07-31 10:10:00,2015,64
14,Schles­wig-Holstein,2020-07-31 10:10:00,3427,156
15,Thüringen,2020-07-31 10:10:00,3361,182
16,Gesamt,2020-07-31 10:10:00,208698,9141
