,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-30 10:10:00,31609,1353
1,Bayern,2020-04-30 10:10:00,42080,1799
2,Berlin,2020-04-30 10:10:00,5827,147
3,Brandenburg,2020-04-30 10:10:00,2831,113
4,Bremen,2020-04-30 10:10:00,827,29
5,Hamburg,2020-04-30 10:10:00,4562,155
6,Hessen,2020-04-30 10:10:00,8304,353
7,Mecklenburg- Vor­pommern,2020-04-30 10:10:00,690,17
8,Niedersachsen,2020-04-30 10:10:00,10067,416
9,Nordrhein-West­falen,2020-04-30 10:10:00,32687,1219
10,Rhein­land-Pfalz,2020-04-30 10:10:00,6029,166
11,Saarland,2020-04-30 10:10:00,2552,131
12,Sachsen,2020-04-30 10:10:00,4561,156
13,Sachsen-Anhalt,2020-04-30 10:10:00,1549,43
14,Schles­wig-Holstein,2020-04-30 10:10:00,2690,106
15,Thüringen,2020-04-30 10:10:00,2254,85
16,Gesamt,2020-04-30 10:10:00,159119,6288
