,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-23 10:10:00,47590,1874
1,Bayern,2020-09-23 10:10:00,65746,2653
2,Berlin,2020-09-23 10:10:00,13374,228
3,Branden­burg,2020-09-23 10:10:00,4116,169
4,Bremen,2020-09-23 10:10:00,2250,59
5,Hamburg,2020-09-23 10:10:00,7291,269
6,Hessen,2020-09-23 10:10:00,17870,545
7,Meck­lenburg- Vor­pommern,2020-09-23 10:10:00,1131,20
8,Nieder­sachsen,2020-09-23 10:10:00,19137,670
9,Nord­rhein-West­falen,2020-09-23 10:10:00,66191,1854
10,Rhein­land-Pfalz,2020-09-23 10:10:00,10230,248
11,Saarland,2020-09-23 10:10:00,3252,176
12,Sachsen,2020-09-23 10:10:00,6816,227
13,Sachsen-Anhalt,2020-09-23 10:10:00,2470,67
14,Schles­wig-Holstein,2020-09-23 10:10:00,4498,161
15,Thüringen,2020-09-23 10:10:00,3965,189
16,Gesamt,2020-09-23 10:10:00,275927,9409
