,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-30 16:10:00,41773,1866
1,Bayern,2020-08-30 16:10:00,57059,2638
2,Berlin,2020-08-30 16:10:00,11183,226
3,Branden­burg,2020-08-30 16:10:00,3869,169
4,Bremen,2020-08-30 16:10:00,1992,56
5,Hamburg,2020-08-30 16:10:00,6227,266
6,Hessen,2020-08-30 16:10:00,15399,531
7,Meck­lenburg- Vor­pommern,2020-08-30 16:10:00,1007,20
8,Nieder­sachsen,2020-08-30 16:10:00,16690,661
9,Nord­rhein-West­falen,2020-08-30 16:10:00,58584,1809
10,Rhein­land-Pfalz,2020-08-30 16:10:00,9008,243
11,Saarland,2020-08-30 16:10:00,3153,174
12,Sachsen,2020-08-30 16:10:00,5949,225
13,Sachsen-Anhalt,2020-08-30 16:10:00,2232,65
14,Schles­wig-Holstein,2020-08-30 16:10:00,4022,160
15,Thüringen,2020-08-30 16:10:00,3624,186
16,Gesamt,2020-08-30 16:10:00,241771,9295
