,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-12 10:10:00,24078,649
1,Bayern,2020-04-12 10:10:00,32282,786
2,Berlin,2020-04-12 10:10:00,4567,50
3,Brandenburg,2020-04-12 10:10:00,1857,38
4,Bremen,2020-04-12 10:10:00,480,15
5,Hamburg,2020-04-12 10:10:00,3742,56
6,Hessen,2020-04-12 10:10:00,5859,123
7,Mecklenburg- Vor­pommern,2020-04-12 10:10:00,605,11
8,Niedersachsen,2020-04-12 10:10:00,7602,189
9,Nordrhein-West­falen,2020-04-12 10:10:00,24267,495
10,Rhein­land-Pfalz,2020-04-12 10:10:00,4734,64
11,Saarland,2020-04-12 10:10:00,2058,43
12,Sachsen,2020-04-12 10:10:00,3600,67
13,Sachsen-Anhalt,2020-04-12 10:10:00,1166,21
14,Schles­wig-Holstein,2020-04-12 10:10:00,2118,41
15,Thüringen,2020-04-12 10:10:00,1464,25
16,Gesamt,2020-04-12 10:10:00,120479,2673
