,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-14 10:10:00,25040,711
1,Bayern,2020-04-14 10:10:00,33569,872
2,Berlin,2020-04-14 10:10:00,4668,56
3,Brandenburg,2020-04-14 10:10:00,1916,40
4,Bremen,2020-04-14 10:10:00,492,20
5,Hamburg,2020-04-14 10:10:00,3808,59
6,Hessen,2020-04-14 10:10:00,6183,147
7,Mecklenburg- Vor­pommern,2020-04-14 10:10:00,619,11
8,Niedersachsen,2020-04-14 10:10:00,7885,211
9,Nordrhein-West­falen,2020-04-14 10:10:00,25300,545
10,Rhein­land-Pfalz,2020-04-14 10:10:00,4880,70
11,Saarland,2020-04-14 10:10:00,2112,52
12,Sachsen,2020-04-14 10:10:00,3751,70
13,Sachsen-Anhalt,2020-04-14 10:10:00,1207,25
14,Schles­wig-Holstein,2020-04-14 10:10:00,2164,49
15,Thüringen,2020-04-14 10:10:00,1504,31
16,Gesamt,2020-04-14 10:10:00,125098,2969
