,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-03 10:10:00,35771,1839
1,Bayern,2020-07-03 10:10:00,48587,2598
2,Berlin,2020-07-03 10:10:00,8345,214
3,Branden­burg,2020-07-03 10:10:00,3450,166
4,Bremen,2020-07-03 10:10:00,1675,53
5,Hamburg,2020-07-03 10:10:00,5212,260
6,Hessen,2020-07-03 10:10:00,10894,509
7,Meck­lenburg- Vor­pommern,2020-07-03 10:10:00,803,20
8,Nieder­sachsen,2020-07-03 10:10:00,13632,633
9,Nord­rhein-West­falen,2020-07-03 10:10:00,43660,1686
10,Rhein­land-Pfalz,2020-07-03 10:10:00,7068,235
11,Saarland,2020-07-03 10:10:00,2805,174
12,Sachsen,2020-07-03 10:10:00,5453,224
13,Sachsen-Anhalt,2020-07-03 10:10:00,1878,59
14,Schles­wig-Holstein,2020-07-03 10:10:00,3176,152
15,Thüringen,2020-07-03 10:10:00,3265,181
16,Gesamt,2020-07-03 10:10:00,195674,9003
