,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-03 10:10:00,50240,1888
1,Bayern,2020-10-03 10:10:00,69186,2672
2,Berlin,2020-10-03 10:10:00,15371,231
3,Branden­burg,2020-10-03 10:10:00,4369,169
4,Bremen,2020-10-03 10:10:00,2557,59
5,Hamburg,2020-10-03 10:10:00,8064,271
6,Hessen,2020-10-03 10:10:00,19616,552
7,Meck­lenburg- Vor­pommern,2020-10-03 10:10:00,1220,20
8,Nieder­sachsen,2020-10-03 10:10:00,20777,690
9,Nord­rhein-West­falen,2020-10-03 10:10:00,72063,1882
10,Rhein­land-Pfalz,2020-10-03 10:10:00,10975,256
11,Saarland,2020-10-03 10:10:00,3380,177
12,Sachsen,2020-10-03 10:10:00,7391,239
13,Sachsen-Anhalt,2020-10-03 10:10:00,2693,68
14,Schles­wig-Holstein,2020-10-03 10:10:00,4898,162
15,Thüringen,2020-10-03 10:10:00,4158,191
16,Gesamt,2020-10-03 10:10:00,296958,9527
