,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-04 10:10:00,50763,1888
1,Bayern,2020-10-04 10:10:00,69486,2671
2,Berlin,2020-10-04 10:10:00,15574,231
3,Branden­burg,2020-10-04 10:10:00,4393,169
4,Bremen,2020-10-04 10:10:00,2598,59
5,Hamburg,2020-10-04 10:10:00,8176,272
6,Hessen,2020-10-04 10:10:00,19788,552
7,Meck­lenburg- Vor­pommern*,2020-10-04 10:10:00,1220,20*
8,Nieder­sachsen,2020-10-04 10:10:00,20954,690
9,Nord­rhein-West­falen,2020-10-04 10:10:00,72581,1884
10,Rhein­land-Pfalz,2020-10-04 10:10:00,11015,256
11,Saarland*,2020-10-04 10:10:00,3380,177*
12,Sachsen,2020-10-04 10:10:00,7459,239
13,Sachsen-Anhalt,2020-10-04 10:10:00,2736,68
14,Schles­wig-Holstein,2020-10-04 10:10:00,4914,162
15,Thüringen,2020-10-04 10:10:00,4200,191
16,Gesamt,2020-10-04 10:10:00,299237,9529
