,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-12-31 10:10:00,237993,4789
1,Bayern,2020-12-31 10:10:00,324937,6716
2,Berlin,2020-12-31 10:10:00,96788,1247
3,Branden­burg,2020-12-31 10:10:00,41241,937
4,Bremen,2020-12-31 10:10:00,13559,194
5,Hamburg,2020-12-31 10:10:00,36417,632
6,Hessen,2020-12-31 10:10:00,136577,2845
7,Meck­lenburg- Vor­pommern,2020-12-31 10:10:00,11997,171
8,Nieder­sachsen,2020-12-31 10:10:00,106789,1967
9,Nord­rhein-West­falen,2020-12-31 10:10:00,393185,6552
10,Rhein­land-Pfalz,2020-12-31 10:10:00,71993,1428
11,Saarland,2020-12-31 10:10:00,19879,432
12,Sachsen,2020-12-31 10:10:00,132356,3139
13,Sachsen-Anhalt,2020-12-31 10:10:00,29200,602
14,Schles­wig-Holstein,2020-12-31 10:10:00,24792,425
15,Thüringen,2020-12-31 10:10:00,42034,995
16,Gesamt,2020-12-31 10:10:00,1719737,33071
