,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg*,2020-07-27 10:10:00,36819,1841
1,Bayern,2020-07-27 10:10:00,50501,2619
2,Berlin,2020-07-27 10:10:00,9001,223
3,Branden­burg,2020-07-27 10:10:00,3524,168
4,Bremen,2020-07-27 10:10:00,1747,55
5,Hamburg,2020-07-27 10:10:00,5322,261
6,Hessen,2020-07-27 10:10:00,11685,518
7,Meck­lenburg- Vor­pommern,2020-07-27 10:10:00,843,20
8,Nieder­sachsen,2020-07-27 10:10:00,14241,648
9,Nord­rhein-West­falen,2020-07-27 10:10:00,47471,1728
10,Rhein­land-Pfalz,2020-07-27 10:10:00,7434,238
11,Saarland,2020-07-27 10:10:00,2851,174
12,Sachsen*,2020-07-27 10:10:00,5512,225
13,Sachsen-Anhalt,2020-07-27 10:10:00,1989,63
14,Schles­wig-Holstein,2020-07-27 10:10:00,3322,155
15,Thüringen,2020-07-27 10:10:00,3347,182
16,Gesamt,2020-07-27 10:10:00,205609,9118
