,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-17 10:10:00,26543,872
1,Bayern,2020-04-17 10:10:00,36027,1137
2,Berlin,2020-04-17 10:10:00,4945,84
3,Brandenburg,2020-04-17 10:10:00,2120,60
4,Bremen,2020-04-17 10:10:00,556,22
5,Hamburg,2020-04-17 10:10:00,4005,84
6,Hessen,2020-04-17 10:10:00,6705,197
7,Mecklenburg- Vor­pommern,2020-04-17 10:10:00,634,13
8,Niedersachsen,2020-04-17 10:10:00,8442,274
9,Nordrhein-West­falen,2020-04-17 10:10:00,27030,726
10,Rhein­land-Pfalz,2020-04-17 10:10:00,5211,92
11,Saarland,2020-04-17 10:10:00,2254,76
12,Sachsen,2020-04-17 10:10:00,4048,95
13,Sachsen-Anhalt,2020-04-17 10:10:00,1279,28
14,Schles­wig-Holstein,2020-04-17 10:10:00,2349,59
15,Thüringen,2020-04-17 10:10:00,1682,49
16,Gesamt,2020-04-17 10:10:00,133830,3868
