,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-08 10:10:00,35890,1837
1,Bayern,2020-07-08 10:10:00,48953,2607
2,Berlin,2020-07-08 10:10:00,8502,215
3,Branden­burg,2020-07-08 10:10:00,3476,168
4,Bremen,2020-07-08 10:10:00,1679,54
5,Hamburg,2020-07-08 10:10:00,5224,261
6,Hessen,2020-07-08 10:10:00,11012,512
7,Meck­lenburg- Vor­pommern,2020-07-08 10:10:00,805,20
8,Nieder­sachsen,2020-07-08 10:10:00,13748,639
9,Nord­rhein-West­falen,2020-07-08 10:10:00,44306,1696
10,Rhein­land-Pfalz,2020-07-08 10:10:00,7100,235
11,Saarland,2020-07-08 10:10:00,2808,174
12,Sachsen,2020-07-08 10:10:00,5465,224
13,Sachsen-Anhalt,2020-07-08 10:10:00,1896,59
14,Schles­wig-Holstein,2020-07-08 10:10:00,3194,153
15,Thüringen,2020-07-08 10:10:00,3283,182
16,Gesamt,2020-07-08 10:10:00,197341,9036
