,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-31 10:10:00,41942,1866
1,Bayern,2020-08-31 10:10:00,57219,2639
2,Berlin,2020-08-31 10:10:00,11189,226
3,Branden­burg,2020-08-31 10:10:00,3870,169
4,Bremen,2020-08-31 10:10:00,1993,56
5,Hamburg,2020-08-31 10:10:00,6250,266
6,Hessen,2020-08-31 10:10:00,15431,531
7,Meck­lenburg- Vor­pommern,2020-08-31 10:10:00,1008,20
8,Nieder­sachsen,2020-08-31 10:10:00,16741,661
9,Nord­rhein-West­falen,2020-08-31 10:10:00,58687,1811
10,Rhein­land-Pfalz,2020-08-31 10:10:00,9053,243
11,Saarland,2020-08-31 10:10:00,3154,174
12,Sachsen,2020-08-31 10:10:00,5953,225
13,Sachsen-Anhalt,2020-08-31 10:10:00,2234,65
14,Schles­wig-Holstein,2020-08-31 10:10:00,4029,160
15,Thüringen,2020-08-31 10:10:00,3628,186
16,Gesamt,2020-08-31 10:10:00,242381,9298
