,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-25 10:10:00,40358,1863
1,Bayern,2020-08-25 10:10:00,55414,2634
2,Berlin,2020-08-25 10:10:00,10786,226
3,Branden­burg,2020-08-25 10:10:00,3795,169
4,Bremen,2020-08-25 10:10:00,1913,56
5,Hamburg,2020-08-25 10:10:00,6083,265
6,Hessen,2020-08-25 10:10:00,14809,528
7,Meck­lenburg- Vor­pommern,2020-08-25 10:10:00,997,20
8,Nieder­sachsen,2020-08-25 10:10:00,16191,661
9,Nord­rhein-West­falen,2020-08-25 10:10:00,57213,1802
10,Rhein­land-Pfalz,2020-08-25 10:10:00,8713,243
11,Saarland,2020-08-25 10:10:00,3080,174
12,Sachsen,2020-08-25 10:10:00,5827,225
13,Sachsen-Anhalt,2020-08-25 10:10:00,2183,65
14,Schles­wig-Holstein,2020-08-25 10:10:00,3927,160
15,Thüringen,2020-08-25 10:10:00,3564,186
16,Gesamt,2020-08-25 10:10:00,234853,9277
