,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-10 10:10:00,37791,1858
1,Bayern,2020-08-10 10:10:00,51848,2627
2,Berlin,2020-08-10 10:10:00,9698,224
3,Branden­burg,2020-08-10 10:10:00,3627,169
4,Bremen,2020-08-10 10:10:00,1804,56
5,Hamburg,2020-08-10 10:10:00,5678,262
6,Hessen,2020-08-10 10:10:00,12737,525
7,Meck­lenburg- Vor­pommern,2020-08-10 10:10:00,938,20
8,Nieder­sachsen,2020-08-10 10:10:00,14974,654
9,Nord­rhein-West­falen,2020-08-10 10:10:00,51762,1759
10,Rhein­land-Pfalz,2020-08-10 10:10:00,7832,239
11,Saarland,2020-08-10 10:10:00,2930,174
12,Sachsen,2020-08-10 10:10:00,5632,225
13,Sachsen-Anhalt,2020-08-10 10:10:00,2061,64
14,Schles­wig-Holstein,2020-08-10 10:10:00,3588,158
15,Thüringen,2020-08-10 10:10:00,3427,183
16,Gesamt,2020-08-10 10:10:00,216327,9197
