,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-06-11 10:10:00,35002,1801
1,Bayern,2020-06-11 10:10:00,47536,2536
2,Berlin,2020-06-11 10:10:00,7138,208
3,Branden­burg,2020-06-11 10:10:00,3352,161
4,Bremen,2020-06-11 10:10:00,1565,43
5,Hamburg,2020-06-11 10:10:00,5125,254
6,Hessen,2020-06-11 10:10:00,10296,489
7,Meck­lenburg- Vor­pommern,2020-06-11 10:10:00,778,20
8,Nieder­sachsen,2020-06-11 10:10:00,12727,610
9,Nord­rhein-West­falen,2020-06-11 10:10:00,38983,1641
10,Rhein­land-Pfalz,2020-06-11 10:10:00,6827,231
11,Saarland,2020-06-11 10:10:00,2766,167
12,Sachsen,2020-06-11 10:10:00,5346,219
13,Sachsen-Anhalt,2020-06-11 10:10:00,1728,56
14,Schles­wig-Holstein,2020-06-11 10:10:00,3117,148
15,Thüringen,2020-06-11 10:10:00,3130,171
16,Gesamt,2020-06-11 10:10:00,185416,8755
