,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-16 10:10:00,38480,1859
1,Bayern,2020-08-16 10:10:00,52888,2631
2,Berlin,2020-08-16 10:10:00,10238,224
3,Branden­burg,2020-08-16 10:10:00,3697,169
4,Bremen,2020-08-16 10:10:00,1841,56
5,Hamburg,2020-08-16 10:10:00,5878,264
6,Hessen,2020-08-16 10:10:00,13433,526
7,Meck­lenburg- Vor­pommern,2020-08-16 10:10:00,972,20
8,Nieder­sachsen,2020-08-16 10:10:00,15384,656
9,Nord­rhein-West­falen,2020-08-16 10:10:00,54390,1777
10,Rhein­land-Pfalz,2020-08-16 10:10:00,8121,242
11,Saarland,2020-08-16 10:10:00,3000,174
12,Sachsen,2020-08-16 10:10:00,5730,225
13,Sachsen-Anhalt,2020-08-16 10:10:00,2123,64
14,Schles­wig-Holstein,2020-08-16 10:10:00,3782,158
15,Thüringen,2020-08-16 10:10:00,3496,186
16,Gesamt,2020-08-16 10:10:00,223453,9231
