,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-01 10:10:00,42119,1866
1,Bayern,2020-09-01 10:10:00,57485,2640
2,Berlin,2020-09-01 10:10:00,11266,226
3,Branden­burg,2020-09-01 10:10:00,3871,169
4,Bremen,2020-09-01 10:10:00,2002,56
5,Hamburg,2020-09-01 10:10:00,6262,266
6,Hessen,2020-09-01 10:10:00,15596,532
7,Meck­lenburg- Vor­pommern,2020-09-01 10:10:00,1008,20
8,Nieder­sachsen,2020-09-01 10:10:00,16795,661
9,Nord­rhein-West­falen,2020-09-01 10:10:00,59023,1812
10,Rhein­land-Pfalz,2020-09-01 10:10:00,9105,243
11,Saarland,2020-09-01 10:10:00,3151,174
12,Sachsen,2020-09-01 10:10:00,5990,226
13,Sachsen-Anhalt,2020-09-01 10:10:00,2244,65
14,Schles­wig-Holstein,2020-09-01 10:10:00,4045,160
15,Thüringen,2020-09-01 10:10:00,3637,186
16,Gesamt,2020-09-01 10:10:00,243599,9302
