,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-27 10:10:00,40964,1863
1,Bayern,2020-08-27 10:10:00,56191,2635
2,Berlin,2020-08-27 10:10:00,10934,226
3,Branden­burg,2020-08-27 10:10:00,3839,169
4,Bremen,2020-08-27 10:10:00,1944,56
5,Hamburg,2020-08-27 10:10:00,6137,266
6,Hessen,2020-08-27 10:10:00,15105,529
7,Meck­lenburg- Vor­pommern,2020-08-27 10:10:00,999,20
8,Nieder­sachsen,2020-08-27 10:10:00,16419,661
9,Nord­rhein-West­falen,2020-08-27 10:10:00,57826,1807
10,Rhein­land-Pfalz,2020-08-27 10:10:00,8842,243
11,Saarland,2020-08-27 10:10:00,3095,174
12,Sachsen,2020-08-27 10:10:00,5866,225
13,Sachsen-Anhalt,2020-08-27 10:10:00,2209,65
14,Schles­wig-Holstein,2020-08-27 10:10:00,3981,160
15,Thüringen,2020-08-27 10:10:00,3585,186
16,Gesamt,2020-08-27 10:10:00,237936,9285
