,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-09 10:10:00,44118,1867
1,Bayern,2020-09-09 10:10:00,60121,2644
2,Berlin,2020-09-09 10:10:00,11879,226
3,Branden­burg,2020-09-09 10:10:00,3959,169
4,Bremen,2020-09-09 10:10:00,2085,58
5,Hamburg*,2020-09-09 10:10:00,6527,267
6,Hessen,2020-09-09 10:10:00,16375,536
7,Meck­lenburg- Vor­pommern,2020-09-09 10:10:00,1038,20
8,Nieder­sachsen,2020-09-09 10:10:00,17454,665
9,Nord­rhein-West­falen,2020-09-09 10:10:00,60878,1826
10,Rhein­land-Pfalz,2020-09-09 10:10:00,9483,245
11,Saarland,2020-09-09 10:10:00,3208,175
12,Sachsen,2020-09-09 10:10:00,6191,225
13,Sachsen-Anhalt,2020-09-09 10:10:00,2290,66
14,Schles­wig-Holstein,2020-09-09 10:10:00,4168,161
15,Thüringen,2020-09-09 10:10:00,3700,188
16,Gesamt,2020-09-09 10:10:00,253474,9338
