,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-31 10:10:00,80233,2022
1,Bayern,2020-10-31 10:10:00,104764,2804
2,Berlin,2020-10-31 10:10:00,31440,255
3,Branden­burg,2020-10-31 10:10:00,7831,193
4,Bremen,2020-10-31 10:10:00,5331,72
5,Hamburg,2020-10-31 10:10:00,13357,283
6,Hessen,2020-10-31 10:10:00,40998,646
7,Meck­lenburg- Vor­pommern,2020-10-31 10:10:00,2782,23
8,Nieder­sachsen,2020-10-31 10:10:00,35942,748
9,Nord­rhein-West­falen,2020-10-31 10:10:00,132479,2155
10,Rhein­land-Pfalz,2020-10-31 10:10:00,20103,285
11,Saarland,2020-10-31 10:10:00,6249,188
12,Sachsen,2020-10-31 10:10:00,17196,317
13,Sachsen-Anhalt,2020-10-31 10:10:00,5067,79
14,Schles­wig-Holstein,2020-10-31 10:10:00,8028,175
15,Thüringen,2020-10-31 10:10:00,6953,207
16,Gesamt,2020-10-31 10:10:00,518753,10452
