,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-11-05 10:10:00,90734,2072
1,Bayern,2020-11-05 10:10:00,119505,2851
2,Berlin,2020-11-05 10:10:00,35971,272
3,Branden­burg,2020-11-05 10:10:00,9062,204
4,Bremen,2020-11-05 10:10:00,6365,80
5,Hamburg,2020-11-05 10:10:00,15132,296
6,Hessen,2020-11-05 10:10:00,47477,710
7,Meck­lenburg- Vor­pommern,2020-11-05 10:10:00,3271,23
8,Nieder­sachsen,2020-11-05 10:10:00,41209,791
9,Nord­rhein-West­falen,2020-11-05 10:10:00,153766,2267
10,Rhein­land-Pfalz,2020-11-05 10:10:00,23391,307
11,Saarland,2020-11-05 10:10:00,7564,195
12,Sachsen,2020-11-05 10:10:00,21119,365
13,Sachsen-Anhalt,2020-11-05 10:10:00,5897,88
14,Schles­wig-Holstein,2020-11-05 10:10:00,9096,192
15,Thüringen,2020-11-05 10:10:00,8024,217
16,Gesamt,2020-11-05 10:10:00,597583,10930
