,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-22 10:10:00,47353,1871
1,Bayern,2020-09-22 10:10:00,65331,2651
2,Berlin,2020-09-22 10:10:00,13257,227
3,Branden­burg,2020-09-22 10:10:00,4101,169
4,Bremen,2020-09-22 10:10:00,2223,59
5,Hamburg,2020-09-22 10:10:00,7230,269
6,Hessen,2020-09-22 10:10:00,17757,545
7,Meck­lenburg- Vor­pommern,2020-09-22 10:10:00,1123,20
8,Nieder­sachsen,2020-09-22 10:10:00,18964,670
9,Nord­rhein-West­falen,2020-09-22 10:10:00,65753,1848
10,Rhein­land-Pfalz,2020-09-22 10:10:00,10183,248
11,Saarland*,2020-09-22 10:10:00,3234,176
12,Sachsen,2020-09-22 10:10:00,6774,227
13,Sachsen-Anhalt,2020-09-22 10:10:00,2457,66
14,Schles­wig-Holstein,2020-09-22 10:10:00,4460,161
15,Thüringen,2020-09-22 10:10:00,3958,189
16,Gesamt,2020-09-22 10:10:00,274158,9396
