,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-23 10:10:00,65085,1957
1,Bayern,2020-10-23 10:10:00,86054,2734
2,Berlin,2020-10-23 10:10:00,24481,245
3,Branden­burg,2020-10-23 10:10:00,6020,179
4,Bremen,2020-10-23 10:10:00,3876,63
5,Hamburg,2020-10-23 10:10:00,10683,283
6,Hessen,2020-10-23 10:10:00,29398,600
7,Meck­lenburg- Vor­pommern,2020-10-23 10:10:00,1936,21
8,Nieder­sachsen,2020-10-23 10:10:00,28078,723
9,Nord­rhein-West­falen,2020-10-23 10:10:00,100247,1994
10,Rhein­land-Pfalz,2020-10-23 10:10:00,15186,267
11,Saarland,2020-10-23 10:10:00,4856,178
12,Sachsen,2020-10-23 10:10:00,12071,272
13,Sachsen-Anhalt,2020-10-23 10:10:00,3642,73
14,Schles­wig-Holstein,2020-10-23 10:10:00,6284,164
15,Thüringen,2020-10-23 10:10:00,5394,201
16,Gesamt,2020-10-23 10:10:00,403291,9954
