,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-09-03 10:10:00,42614,1868
1,Bayern,2020-09-03 10:10:00,58077,2641
2,Berlin,2020-09-03 10:10:00,11431,226
3,Branden­burg,2020-09-03 10:10:00,3898,169
4,Bremen,2020-09-03 10:10:00,2037,58
5,Hamburg,2020-09-03 10:10:00,6351,267
6,Hessen,2020-09-03 10:10:00,15776,534
7,Meck­lenburg- Vor­pommern,2020-09-03 10:10:00,1015,20
8,Nieder­sachsen,2020-09-03 10:10:00,16992,665
9,Nord­rhein-West­falen,2020-09-03 10:10:00,59527,1819
10,Rhein­land-Pfalz,2020-09-03 10:10:00,9212,243
11,Saarland,2020-09-03 10:10:00,3168,174
12,Sachsen,2020-09-03 10:10:00,6065,225
13,Sachsen-Anhalt,2020-09-03 10:10:00,2260,65
14,Schles­wig-Holstein,2020-09-03 10:10:00,4091,161
15,Thüringen,2020-09-03 10:10:00,3652,186
16,Gesamt,2020-09-03 10:10:00,246166,9321
