,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-18 10:10:00,59353,1928
1,Bayern,2020-10-18 10:10:00,78940,2713
2,Berlin,2020-10-18 10:10:00,21127,240
3,Branden­burg,2020-10-18 10:10:00,5414,172
4,Bremen,2020-10-18 10:10:00,3564,63
5,Hamburg,2020-10-18 10:10:00,9750,280
6,Hessen,2020-10-18 10:10:00,25440,573
7,Meck­lenburg- Vor­pommern,2020-10-18 10:10:00,1680,21
8,Nieder­sachsen,2020-10-18 10:10:00,25581,714
9,Nord­rhein-West­falen,2020-10-18 10:10:00,89681,1943
10,Rhein­land-Pfalz,2020-10-18 10:10:00,13404,263
11,Saarland,2020-10-18 10:10:00,4356,177
12,Sachsen,2020-10-18 10:10:00,9935,257
13,Sachsen-Anhalt,2020-10-18 10:10:00,3242,71
14,Schles­wig-Holstein,2020-10-18 10:10:00,5626,163
15,Thüringen,2020-10-18 10:10:00,4881,199
16,Gesamt,2020-10-18 10:10:00,361974,9777
