,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-05-31 10:10:00,34718,1748
1,Bayern,2020-05-31 10:10:00,46917,2450
2,Berlin,2020-05-31 10:10:00,6800,198
3,Branden­burg,2020-05-31 10:10:00,3271,155
4,Bremen,2020-05-31 10:10:00,1398,42
5,Hamburg,2020-05-31 10:10:00,5087,252
6,Hessen,2020-05-31 10:10:00,10033,477
7,Meck-lenburg- Vor­pommern,2020-05-31 10:10:00,761,20
8,Nieder-sachsen,2020-05-31 10:10:00,11992,593
9,Nord­rhein-West­falen,2020-05-31 10:10:00,38000,1597
10,Rhein­land-Pfalz,2020-05-31 10:10:00,6694,230
11,Saarland,2020-05-31 10:10:00,2724,163
12,Sachsen,2020-05-31 10:10:00,5304,213
13,Sachsen-Anhalt,2020-05-31 10:10:00,1705,55
14,Schles­wig-Holstein,2020-05-31 10:10:00,3094,145
15,Thüringen,2020-05-31 10:10:00,2984,162
16,Gesamt,2020-05-31 10:10:00,181482,8500
