,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-07-30 20:10:00,37115,1845
1,Bayern,2020-07-30 20:10:00,50806,2622
2,Berlin,2020-07-30 20:10:00,9150,223
3,Branden­burg,2020-07-30 20:10:00,3551,168
4,Bremen,2020-07-30 20:10:00,1763,55
5,Hamburg,2020-07-30 20:10:00,5356,261
6,Hessen,2020-07-30 20:10:00,11895,519
7,Meck­lenburg- Vor­pommern,2020-07-30 20:10:00,861,20
8,Nieder­sachsen,2020-07-30 20:10:00,14380,649
9,Nord­rhein-West­falen,2020-07-30 20:10:00,48301,1732
10,Rhein­land-Pfalz,2020-07-30 20:10:00,7488,239
11,Saarland,2020-07-30 20:10:00,2862,174
12,Sachsen,2020-07-30 20:10:00,5532,225
13,Sachsen-Anhalt,2020-07-30 20:10:00,2009,64
14,Schles­wig-Holstein,2020-07-30 20:10:00,3401,156
15,Thüringen,2020-07-30 20:10:00,3358,182
16,Gesamt,2020-07-30 20:10:00,207828,9134
