,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-12 10:10:00,54345,1901
1,Bayern,2020-10-12 10:10:00,73186,2685
2,Berlin,2020-10-12 10:10:00,18075,234
3,Branden­burg,2020-10-12 10:10:00,4771,169
4,Bremen,2020-10-12 10:10:00,3080,61
5,Hamburg,2020-10-12 10:10:00,8963,277
6,Hessen,2020-10-12 10:10:00,22039,562
7,Meck­lenburg- Vor­pommern*,2020-10-12 10:10:00,1373,20
8,Nieder­sachsen*,2020-10-12 10:10:00,22662,697
9,Nord­rhein-West­falen,2020-10-12 10:10:00,79981,1913
10,Rhein­land-Pfalz,2020-10-12 10:10:00,12106,256
11,Saarland,2020-10-12 10:10:00,3703,177
12,Sachsen,2020-10-12 10:10:00,8413,248
13,Sachsen-Anhalt,2020-10-12 10:10:00,2932,68
14,Schles­wig-Holstein,2020-10-12 10:10:00,5260,162
15,Thüringen,2020-10-12 10:10:00,4442,191
16,Gesamt,2020-10-12 10:10:00,325331,9621
