,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-26 10:10:00,69601,1972
1,Bayern,2020-10-26 10:10:00,91569,2746
2,Berlin,2020-10-26 10:10:00,26094,250
3,Branden­burg,2020-10-26 10:10:00,6515,184
4,Bremen,2020-10-26 10:10:00,4407,64
5,Hamburg,2020-10-26 10:10:00,11514,283
6,Hessen,2020-10-26 10:10:00,32852,611
7,Meck­lenburg- Vor­pommern,2020-10-26 10:10:00,2165,21
8,Nieder­sachsen,2020-10-26 10:10:00,30476,732
9,Nord­rhein-West­falen,2020-10-26 10:10:00,110516,2024
10,Rhein­land-Pfalz,2020-10-26 10:10:00,16549,268
11,Saarland,2020-10-26 10:10:00,5321,179
12,Sachsen,2020-10-26 10:10:00,13653,278
13,Sachsen-Anhalt,2020-10-26 10:10:00,3994,74
14,Schles­wig-Holstein,2020-10-26 10:10:00,6777,167
15,Thüringen,2020-10-26 10:10:00,5863,203
16,Gesamt,2020-10-26 10:10:00,437866,10056
