,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-29 10:10:00,31336,1299
1,Bayern,2020-04-29 10:10:00,41830,1754
2,Berlin,2020-04-29 10:10:00,5734,137
3,Brandenburg,2020-04-29 10:10:00,2768,109
4,Bremen,2020-04-29 10:10:00,797,29
5,Hamburg,2020-04-29 10:10:00,4525,153
6,Hessen,2020-04-29 10:10:00,8184,346
7,Mecklenburg- Vor­pommern,2020-04-29 10:10:00,687,17
8,Niedersachsen,2020-04-29 10:10:00,9972,406
9,Nordrhein-West­falen,2020-04-29 10:10:00,32429,1200
10,Rhein­land-Pfalz,2020-04-29 10:10:00,5982,161
11,Saarland,2020-04-29 10:10:00,2514,129
12,Sachsen,2020-04-29 10:10:00,4509,153
13,Sachsen-Anhalt,2020-04-29 10:10:00,1525,39
14,Schles­wig-Holstein,2020-04-29 10:10:00,2679,103
15,Thüringen,2020-04-29 10:10:00,2170,80
16,Gesamt,2020-04-29 10:10:00,157641,6115
