,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-28 10:10:00,31196,1269
1,Bayern,2020-04-28 10:10:00,41406,1681
2,Berlin,2020-04-28 10:10:00,5669,127
3,Brandenburg,2020-04-28 10:10:00,2747,106
4,Bremen,2020-04-28 10:10:00,759,27
5,Hamburg,2020-04-28 10:10:00,4505,142
6,Hessen,2020-04-28 10:10:00,8026,333
7,Mecklenburg- Vor­pommern,2020-04-28 10:10:00,675,17
8,Niedersachsen,2020-04-28 10:10:00,9926,394
9,Nordrhein-West­falen,2020-04-28 10:10:00,32184,1171
10,Rhein­land-Pfalz,2020-04-28 10:10:00,5928,157
11,Saarland,2020-04-28 10:10:00,2509,123
12,Sachsen,2020-04-28 10:10:00,4490,148
13,Sachsen-Anhalt,2020-04-28 10:10:00,1520,39
14,Schles­wig-Holstein,2020-04-28 10:10:00,2653,101
15,Thüringen,2020-04-28 10:10:00,2144,78
16,Gesamt,2020-04-28 10:10:00,156337,5913
