,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-30 10:10:00,77477,2010
1,Bayern,2020-10-30 10:10:00,102074,2797
2,Berlin,2020-10-30 10:10:00,30356,253
3,Branden­burg,2020-10-30 10:10:00,7468,190
4,Bremen,2020-10-30 10:10:00,5100,70
5,Hamburg,2020-10-30 10:10:00,12947,283
6,Hessen,2020-10-30 10:10:00,39093,641
7,Meck­lenburg- Vor­pommern,2020-10-30 10:10:00,2616,23
8,Nieder­sachsen,2020-10-30 10:10:00,34228,743
9,Nord­rhein-West­falen,2020-10-30 10:10:00,127447,2102
10,Rhein­land-Pfalz,2020-10-30 10:10:00,19108,281
11,Saarland,2020-10-30 10:10:00,6142,186
12,Sachsen,2020-10-30 10:10:00,16493,315
13,Sachsen-Anhalt,2020-10-30 10:10:00,4804,77
14,Schles­wig-Holstein,2020-10-30 10:10:00,7716,174
15,Thüringen,2020-10-30 10:10:00,6625,204
16,Gesamt,2020-10-30 10:10:00,499694,10349
