,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-09 10:10:00,21603,519
1,Bayern,2020-04-09 10:10:00,28827,635
2,Berlin,2020-04-09 10:10:00,4202,37
3,Brandenburg,2020-04-09 10:10:00,1578,30
4,Bremen,2020-04-09 10:10:00,445,11
5,Hamburg,2020-04-09 10:10:00,3320,44
6,Hessen,2020-04-09 10:10:00,5242,100
7,Mecklenburg- Vor­pommern,2020-04-09 10:10:00,572,11
8,Niedersachsen,2020-04-09 10:10:00,6804,141
9,Nordrhein-West­falen,2020-04-09 10:10:00,21961,384
10,Rhein­land-Pfalz,2020-04-09 10:10:00,4336,50
11,Saarland,2020-04-09 10:10:00,1693,23
12,Sachsen,2020-04-09 10:10:00,3261,52
13,Sachsen-Anhalt,2020-04-09 10:10:00,1075,16
14,Schles­wig-Holstein,2020-04-09 10:10:00,1932,34
15,Thüringen,2020-04-09 10:10:00,1351,20
16,Gesamt,2020-04-09 10:10:00,108202,2107
