,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-11 16:10:00,53868,1901
1,Bayern,2020-10-11 16:10:00,72843,2685
2,Berlin,2020-10-11 16:10:00,17828,234
3,Branden­burg,2020-10-11 16:10:00,4740,169
4,Bremen,2020-10-11 16:10:00,3058,60
5,Hamburg,2020-10-11 16:10:00,8912,277
6,Hessen,2020-10-11 16:10:00,21911,560
7,Meck­lenburg- Vor­pommern*,2020-10-11 16:10:00,1373,20
8,Nieder­sachsen,2020-10-11 16:10:00,22662,697
9,Nord­rhein-West­falen,2020-10-11 16:10:00,79179,1911
10,Rhein­land-Pfalz,2020-10-11 16:10:00,11904,256
11,Saarland,2020-10-11 16:10:00,3673,177
12,Sachsen,2020-10-11 16:10:00,8340,247
13,Sachsen-Anhalt,2020-10-11 16:10:00,2903,68
14,Schles­wig-Holstein,2020-10-11 16:10:00,5235,162
15,Thüringen,2020-10-11 16:10:00,4435,191
16,Gesamt,2020-10-11 16:10:00,322864,9615
