,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg*,2020-07-06 10:10:00,35807,1837
1,Bayern,2020-07-06 10:10:00,48744,2600
2,Berlin,2020-07-06 10:10:00,8451,215
3,Branden­burg,2020-07-06 10:10:00,3464,168
4,Bremen,2020-07-06 10:10:00,1679,54
5,Hamburg,2020-07-06 10:10:00,5220,261
6,Hessen,2020-07-06 10:10:00,10955,512
7,Meck­lenburg- Vor­pommern,2020-07-06 10:10:00,804,20
8,Nieder­sachsen,2020-07-06 10:10:00,13672,635
9,Nord­rhein-West­falen,2020-07-06 10:10:00,44064,1689
10,Rhein­land-Pfalz,2020-07-06 10:10:00,7082,235
11,Saarland,2020-07-06 10:10:00,2806,174
12,Sachsen*,2020-07-06 10:10:00,5458,224
13,Sachsen-Anhalt,2020-07-06 10:10:00,1889,59
14,Schles­wig-Holstein,2020-07-06 10:10:00,3187,152
15,Thüringen,2020-07-06 10:10:00,3272,181
16,Gesamt,2020-07-06 10:10:00,196554,9016
