,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-21 10:10:00,28712,1031
1,Bayern,2020-04-21 10:10:00,38310,1336
2,Berlin,2020-04-21 10:10:00,5237,97
3,Brandenburg,2020-04-21 10:10:00,2275,67
4,Bremen,2020-04-21 10:10:00,609,25
5,Hamburg,2020-04-21 10:10:00,4204,91
6,Hessen,2020-04-21 10:10:00,7231,251
7,Mecklenburg- Vor­pommern,2020-04-21 10:10:00,655,15
8,Niedersachsen,2020-04-21 10:10:00,9098,306
9,Nordrhein-West­falen,2020-04-21 10:10:00,29389,896
10,Rhein­land-Pfalz,2020-04-21 10:10:00,5561,116
11,Saarland,2020-04-21 10:10:00,2328,93
12,Sachsen,2020-04-21 10:10:00,4253,117
13,Sachsen-Anhalt,2020-04-21 10:10:00,1383,32
14,Schles­wig-Holstein,2020-04-21 10:10:00,2414,70
15,Thüringen,2020-04-21 10:10:00,1798,55
16,Gesamt,2020-04-21 10:10:00,143457,4598
